LoanAmount,City,State,Zip,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender,CD,DaysApprovedSinceMay1st
26897.0,ALBUQUERQUE,NM,87109,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,N,3.0,2020-05-03,"U.S. Bank, National Association",NM-01,32
26892.0,RIO RANCHO,NM,87124,Corporation,Unanswered,Unanswered,Unanswered,N,4.0,2020-05-03,"Bank of America, National Association",NM-03,32
26889.65,SILVER CITY,NM,88061,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,10.0,2020-04-07,First New Mexico Bank of Silver City,NM-02,6
26889.0,ROSWELL,NM,88203,Corporation,Unanswered,Unanswered,Unanswered,N,3.0,2020-04-27,James Polk Stone Community Bank,NM-02,26
26862.48,ALBUQUERQUE,NM,87113,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,3.0,2020-04-14,"Washington Federal Bank, National Association",NM-01,13
26858.0,PLACITAS,NM,87043,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,3.0,2020-06-12,Accion,NM-01,72
26846.67,SANTA FE,NM,87501,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,3.0,2020-04-28,Century Bank,NM-03,27
26838.0,ALBUQUERQUE,NM,87106,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,12.0,2020-05-03,"U.S. Bank, National Association",NM-01,32
26827.0,ALBUQUERQUE,NM,87123,Corporation,Unanswered,Unanswered,Unanswered,N,2.0,2020-05-03,"Bank of America, National Association",NM-01,32
26820.0,ALBUQUERQUE,NM,87110,Corporation,Unanswered,Unanswered,Unanswered,N,9.0,2020-04-14,Bank of the West,NM-01,13
26817.0,ROSWELL,NM,88201,Limited  Liability Company(LLC),Unanswered,Female Owned,Unanswered,N,5.0,2020-04-28,Valley Bank of Commerce,NM-02,27
26815.0,FARMINGTON,NM,87401,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,0.0,2020-05-13,"Wells Fargo Bank, National Association",NM-03,42
26812.0,SANTA FE,NM,87506,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,5.0,2020-05-03,Cross River Bank,NM-03,32
26801.0,LAS CRUCES,NM,88001,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,3.0,2020-04-29,Citizens Bank of Las Cruces,NM-02,28
26800.0,Albuquerque,NM,87114,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,0.0,2020-04-28,FirstBank,NM-01,27
26800.0,ALBUQUERQUE,NM,87106,Corporation,White,Male Owned,Non-Veteran,N,5.0,2020-04-15,New Mexico Bank & Trust,NM-01,14
26800.0,TAOS,NM,87571,Sole Proprietorship,Unanswered,Male Owned,Unanswered,N,3.0,2020-07-10,Centinel Bank of Taos,NM-03,100
26800.0,Albuquerque,NM,87107,Corporation,Unanswered,Unanswered,Unanswered,N,0.0,2020-04-29,Live Oak Banking Company,NM-01,28
26800.0,Albuquerque,NM,87105,Corporation,Unanswered,Unanswered,Unanswered,N,4.0,2020-04-29,US Eagle FCU,NM-01,28
26800.0,CARLSBAD,NM,88220,Non-Profit Organization,White,Male Owned,Unanswered,Y,5.0,2020-06-24,CNB Bank,NM-02,84
26800.0,ALBUQUERQUE,NM,87111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,2.0,2020-04-13,Mountain America FCU,NM-01,12
26800.0,Santa Fe,NM,87507,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,5.0,2020-05-13,Enterprise Bank & Trust,NM-03,42
26800.0,FARMINGTON,NM,87402,Corporation,Unanswered,Female Owned,Non-Veteran,N,5.0,2020-04-06,The Citizens Bank,NM-03,5
26800.0,LAS CRUCES,NM,88001,Limited  Liability Company(LLC),Unanswered,Female Owned,Unanswered,N,5.0,2020-04-14,Pioneer Bank,NM-02,13
26800.0,TAOS,NM,87571,Corporation,Unanswered,Unanswered,Unanswered,N,7.0,2020-04-08,Centinel Bank of Taos,NM-03,7
26765.0,GALLUP,NM,87301,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,N,6.0,2020-04-08,Bank of Colorado,NM-03,7
26764.14,ROSWELL,NM,88203,Corporation,Unanswered,Unanswered,Unanswered,N,7.0,2020-04-27,Pioneer Bank,NM-02,26
26762.0,ROSWELL,NM,88202,Corporation,Unanswered,Unanswered,Unanswered,N,4.0,2020-04-15,Pioneer Bank,NM-02,14
26759.0,ALBUQUERQUE,NM,87110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,4.0,2020-04-30,Bank of the West,NM-01,29
26756.0,ALBUQUERQUE,NM,87110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,4.0,2020-08-07,Nusenda FCU,NM-01,128
26750.0,GALLUP,NM,87301,Partnership,Asian,Male Owned,Non-Veteran,N,11.0,2020-06-17,Bank of Colorado,NM-03,77
26750.0,CORRALES,NM,87048,Professional Association,Unanswered,Unanswered,Unanswered,N,2.0,2020-05-01,BBVA USA,NM-03,30
26736.0,Albuquerque,NM,87111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,4.0,2020-04-27,Accion,NM-01,26
26735.0,SANTA FE,NM,87501,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,4.0,2020-05-01,Accion,NM-03,30
26732.0,ALBUQUERQUE,NM,87106,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,5.0,2020-04-15,"U.S. Bank, National Association",NM-01,14
26725.0,ALBUQUERQUE,NM,87109,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,N,10.0,2020-04-27,Bank of the West,NM-01,26
26718.0,LOS RANCHOS,NM,87107,Corporation,Unanswered,Unanswered,Unanswered,N,6.0,2020-06-09,"Bank of America, National Association",NM-01,69
26705.0,Logan,NM,88426,Sole Proprietorship,Unanswered,Male Owned,Unanswered,N,3.0,2020-04-27,Everyone's FCU,NM-03,26
26700.0,LAS CRUCES,NM,88001,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,5.0,2020-05-08,Third Coast Bank SSB,NM-02,37
26700.0,BLOOMFIELD,NM,87413,Corporation,Unanswered,Unanswered,Unanswered,N,11.0,2020-04-29,The Citizens Bank,NM-03,28
26700.0,LORDSBURG,NM,88045,Limited  Liability Company(LLC),Asian,Male Owned,Non-Veteran,N,9.0,2020-04-13,Western Commerce Bank,NM-02,12
26700.0,TIERRA AMARILLA,NM,87575,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,5.0,2020-04-27,Enterprise Bank & Trust,NM-03,26
26700.0,ALBUQUERQUE,NM,87122,Corporation,Asian,Male Owned,Non-Veteran,N,11.0,2020-04-13,First Savings Bank,NM-01,12
26700.0,ALBUQUERQUE,NM,87107,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,4.0,2020-04-30,"Bank of America, National Association",NM-01,29
26700.0,CROWNPOINT,NM,87313,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,18.0,2020-05-01,The Citizens Bank,NM-03,30
26700.0,ALBUQUERQUE,NM,87107,Subchapter S Corporation,White,Male Owned,Non-Veteran,N,11.0,2020-04-15,New Mexico Bank & Trust,NM-01,14
26667.5,DEMING,NM,88030,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,6.0,2020-04-06,First New Mexico Bank,NM-02,5
26647.0,GALLUP,NM,87301,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,7.0,2020-04-08,Bank of Colorado,NM-03,7
26612.5,Santa Fe,NM,87505,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,2.0,2020-05-01,Celtic Bank Corporation,NM-03,30
26606.0,LAS VEGAS,NM,87701,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,0.0,2020-05-04,"Wells Fargo Bank, National Association",NM-03,33
26602.5,ALBUQUERQUE,NM,87104,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,11.0,2020-05-07,"Fundbox, Inc.",NM-01,36
26600.0,LOVINGTON,NM,88260,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,3.0,2020-04-29,Lea County State Bank,NM-02,28
26600.0,Albuquerque,NM,87102,Corporation,Unanswered,Male Owned,Unanswered,N,2.0,2020-04-27,US Eagle FCU,NM-01,26
26600.0,Las Vegas,NM,87701,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,N,6.0,2020-04-13,"Readycap Lending, LLC",NM-03,12
26600.0,ALBUQUERQUE,NM,87113,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,3.0,2020-04-14,Mabrey Bank,NM-01,13
26600.0,FARMINGTON,NM,87401,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,5.0,2020-04-15,The Citizens Bank,NM-03,14
26600.0,CARLSBAD,NM,88220,Non-Profit Organization,Unanswered,Male Owned,Unanswered,Y,8.0,2020-05-01,CNB Bank,NM-02,30
26600.0,FLORA VISTA,NM,87415,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,4.0,2020-04-15,"Zions Bank, A Division of",NM-03,14
26596.0,ALBUQUERQUE,NM,87110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,2.0,2020-04-27,Nusenda FCU,NM-01,26
26582.0,RUIDOSO,NM,88345,Corporation,Unanswered,Male Owned,Non-Veteran,N,3.0,2020-04-29,BBVA USA,NM-02,28
26582.0,Albuquerque,NM,87110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,1.0,2020-04-14,Beneficial State Bank,NM-01,13
26582.0,GALLUP,NM,87301,Subchapter S Corporation,Hispanic,Male Owned,Unanswered,N,6.0,2020-04-28,Bank of Colorado,NM-03,27
26557.5,HOBBS,NM,88240,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,5.0,2020-06-11,Cross River Bank,NM-02,71
26552.0,ALBUQUERQUE,NM,87107,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,N,5.0,2020-07-13,"Bank of America, National Association",NM-01,103
26544.0,LAS CRUCES,NM,88005,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,4.0,2020-04-09,Citizens Bank of Las Cruces,NM-02,8
26529.95,Rio Rancho,NM,87124,Limited  Liability Company(LLC),Unanswered,Unanswered,Non-Veteran,N,2.0,2020-04-28,Sandia Laboratory FCU,NM-03,27
26515.0,Roswell,NM,88201,Limited  Liability Company(LLC),White,Unanswered,Unanswered,N,4.0,2020-04-28,Production Credit Association of Southern New Mexi,NM-02,27
26510.0,SANTA FE,NM,87507,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,3.0,2020-04-29,Century Bank,NM-03,28
26506.87,MESILLA PARK,NM,88047,Corporation,Unanswered,Male Owned,Unanswered,N,7.0,2020-04-27,Citizens Bank of Las Cruces,NM-02,26
26500.0,SANTA FE,NM,87505,Corporation,Unanswered,Unanswered,Unanswered,N,3.0,2020-04-15,New Mexico Bank & Trust,NM-03,14
26500.0,FARMINGTON,NM,87401,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,24.0,2020-04-15,The Citizens Bank,NM-03,14
26500.0,LOVINGTON,NM,88260,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,N,2.0,2020-04-27,First National Bank,NM-02,26
26500.0,CARLSBAD,NM,88220,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,N,0.0,2020-04-07,CNB Bank,NM-02,6
26500.0,Albuquerque,NM,87114,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,N,2.0,2020-04-15,"Readycap Lending, LLC",NM-01,14
26500.0,Hobbs,NM,88240,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,N,3.0,2020-04-15,"Readycap Lending, LLC",NM-02,14
26500.0,FORT SUMNER,NM,88119,Limited Liability Partnership,Unanswered,Male Owned,Non-Veteran,N,5.0,2020-04-28,Western Bank of Clovis,NM-02,27
26487.08,Santa Fe,NM,87505,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,2.0,2020-06-04,Celtic Bank Corporation,NM-03,64
26484.0,ALBUQUERQUE,NM,87104,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,3.0,2020-05-03,"Wells Fargo Bank, National Association",NM-01,32
26482.5,ALBUQUERQUE,NM,87122,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,2.0,2020-06-23,"U.S. Bank, National Association",NM-01,83
26482.0,ALBUQUERQUE,NM,87106,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,N,3.0,2020-04-07,Main Bank,NM-01,6
26469.0,LAS CRUCES,NM,88001,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,5.0,2020-04-07,Citizens Bank of Las Cruces,NM-02,6
26459.0,ANTHONY,NM,88021,Corporation,Unanswered,Unanswered,Unanswered,N,0.0,2020-05-19,"Wells Fargo Bank, National Association",NM-02,48
26437.0,SILVER CITY,NM,88061,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,5.0,2020-04-28,Intuit Financing Inc.,NM-02,27
26435.0,ALBUQUERQUE,NM,87106,Corporation,Unanswered,Unanswered,Unanswered,N,5.0,2020-05-03,"Bank of America, National Association",NM-01,32
26430.0,MORIARTY,NM,87035,Sole Proprietorship,Unanswered,Male Owned,Unanswered,N,3.0,2020-04-15,Main Bank,NM-01,14
26427.0,RIO RANCHO,NM,87124,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,4.0,2020-05-03,"Bank of America, National Association",NM-03,32
26415.0,ALBUQUERQUE,NM,87102,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,2.0,2020-05-27,Intuit Financing Inc.,NM-01,56
26411.6,BELEN,NM,87002,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,4.0,2020-04-29,State Empl CU,NM-02,28
26401.0,Albuquerque,NM,87107,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,5.0,2020-05-03,Cross River Bank,NM-01,32
26400.0,TRUTH OR CONSEQUENCES,NM,87901,Corporation,Unanswered,Male Owned,Non-Veteran,N,4.0,2020-04-15,First Savings Bank,NM-02,14
26400.0,ALBUQUERQUE,NM,87111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,3.0,2020-04-13,"BOKF, National Association",NM-01,12
26400.0,Albuquerque,NM,87121,Corporation,Unanswered,Male Owned,Unanswered,N,3.0,2020-04-27,US Eagle FCU,NM-01,26
26400.0,SANTA FE,NM,87502,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,5.0,2020-04-30,New Mexico Bank & Trust,NM-03,29
26400.0,ALBUQUERQUE,NM,87112,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,4.0,2020-04-30,"BOKF, National Association",NM-01,29
26400.0,TAOS,NM,87571,Corporation,Unanswered,Unanswered,Unanswered,N,3.0,2020-04-28,Centinel Bank of Taos,NM-03,27
26400.0,LOVINGTON,NM,88260,Sole Proprietorship,Unanswered,Male Owned,Unanswered,N,2.0,2020-04-28,Western Commerce Bank,NM-02,27
26394.54,ALBUQUERQUE,NM,87107,Limited  Liability Company(LLC),Hispanic,Male Owned,Non-Veteran,N,5.0,2020-04-12,"Washington Federal Bank, National Association",NM-01,11
26394.0,GALLUP,NM,87301,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,N,7.0,2020-04-11,Bank of Colorado,NM-03,10
26392.5,ESPANOLA,NM,87532,Corporation,Unanswered,Unanswered,Unanswered,N,3.0,2020-04-28,Century Bank,NM-03,27
26386.0,CEDAR CREST,NM,87008,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,4.0,2020-04-15,Bank of the West,NM-01,14
26374.67,ALAMOGORDO,NM,88310,Corporation,Unanswered,Unanswered,Unanswered,N,6.0,2020-04-14,"Washington Federal Bank, National Association",NM-02,13
26370.0,ALBUQUERQUE,NM,87102,Corporation,Unanswered,Unanswered,Unanswered,N,2.0,2020-05-03,Cross River Bank,NM-01,32
26362.64,Santa Fe,NM,87501,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,0.0,2020-05-28,"Washington Federal Bank, National Association",NM-03,57
26360.0,CLOVIS,NM,88101,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,10.0,2020-06-24,"U.S. Bank, National Association",NM-03,84
26340.94,SANTA FE,NM,87505,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,1.0,2020-05-03,Cross River Bank,NM-03,32
26340.0,ARTESIA,NM,88210,Corporation,Unanswered,Unanswered,Unanswered,N,3.0,2020-04-28,Pioneer Bank,NM-02,27
26335.0,SANTA FE,NM,87507,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,5.0,2020-06-11,Cross River Bank,NM-03,71
26333.32,ARTESIA,NM,88210,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,3.0,2020-04-09,"Western Bank, Artesia, New Mexico",NM-02,8
26329.0,EDGEWOOD,NM,87015,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,5.0,2020-05-03,"U.S. Bank, National Association",NM-03,32
26325.0,LAS CRUCES,NM,88005,Sole Proprietorship,Unanswered,Male Owned,Unanswered,N,2.0,2020-04-15,Pioneer Bank,NM-02,14
26319.0,SANTA FE,NM,87501,Corporation,Unanswered,Unanswered,Unanswered,N,5.0,2020-06-12,"U.S. Bank, National Association",NM-03,72
26319.0,CORRALES,NM,87048,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,0.0,2020-05-02,"Wells Fargo Bank, National Association",NM-03,31
26312.5,HOBBS,NM,88240,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,9.0,2020-04-10,Pioneer Bank,NM-02,9
26311.0,Albuquerque,NM,87113,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,7.0,2020-04-27,Accion,NM-01,26
26300.0,ROSWELL,NM,88202,Corporation,Unanswered,Unanswered,Unanswered,N,2.0,2020-04-28,First American Bank,NM-02,27
26300.0,RIO RANCHO,NM,87144,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,8.0,2020-04-16,New Mexico Bank & Trust,NM-03,15
26300.0,CARLSBAD,NM,88220,Corporation,Unanswered,Male Owned,Unanswered,N,3.0,2020-04-30,CNB Bank,NM-02,29
26300.0,Farmington,NM,87401,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,5.0,2020-05-03,"Zions Bank, A Division of",NM-03,32
26300.0,ALBUQUERQUE,NM,87105,Corporation,Asian,Male Owned,Non-Veteran,N,4.0,2020-04-15,"BOKF, National Association",NM-01,14
26300.0,RUIDOSO,NM,88345,Subchapter S Corporation,Unanswered,Female Owned,Non-Veteran,N,4.0,2020-04-08,First Savings Bank,NM-02,7
26300.0,MAYHILL,NM,88339,Limited  Liability Company(LLC),White,Male Owned,Veteran,N,3.0,2020-04-28,First National Bank,NM-02,27
26285.0,SANTA FE,NM,87501,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,1.0,2020-04-27,Nusenda FCU,NM-03,26
26283.25,Rio Rancho,NM,87124,Corporation,Unanswered,Unanswered,Non-Veteran,N,2.0,2020-04-28,Sandia Laboratory FCU,NM-03,27
26280.0,ALBUQUERQUE,NM,87120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,7.0,2020-05-03,Cross River Bank,NM-01,32
26275.0,TAOS SKI VLY,NM,87525,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,11.0,2020-06-18,"U.S. Bank, National Association",NM-03,78
26260.0,SANTA FE,NM,87507,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,12.0,2020-05-03,"Bank of America, National Association",NM-03,32
26257.0,Albuquerque,NM,87109,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,8.0,2020-04-28,Accion,NM-01,27
26256.71,CLOVIS,NM,88101,Subchapter S Corporation,White,Male Owned,Non-Veteran,N,4.0,2020-08-06,The Bank of Clovis,NM-03,127
26250.0,ALBUQUERQUE,NM,87111,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,N,3.0,2020-04-04,First United Bank,NM-01,3
26250.0,ALBUQUERQUE,NM,87107,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,4.0,2020-04-30,BBVA USA,NM-01,29
26247.0,ALBUQUERQUE,NM,87110,Corporation,Unanswered,Unanswered,Unanswered,N,11.0,2020-05-17,"Bank of America, National Association",NM-01,46
26244.0,ALBUQUERQUE,NM,87111,Professional Association,Unanswered,Unanswered,Unanswered,N,3.0,2020-05-03,"Bank of America, National Association",NM-01,32
26244.0,MORIARTY,NM,87035,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,13.0,2020-05-03,"U.S. Bank, National Association",NM-01,32
26233.7,ARTESIA,NM,88210,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,N,5.0,2020-04-06,"Western Bank, Artesia, New Mexico",NM-02,5
26232.0,SANTA FE,NM,87505,Corporation,Unanswered,Female Owned,Non-Veteran,N,11.0,2020-04-15,Century Bank,NM-03,14
26225.0,CORRALES,NM,87048,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,2.0,2020-05-03,"U.S. Bank, National Association",NM-03,32
26224.11,SANTA FE,NM,87507,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,3.0,2020-04-29,Century Bank,NM-03,28
26223.1,ALBUQUERQUE,NM,87107,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,8.0,2020-04-12,"Washington Federal Bank, National Association",NM-01,11
26217.0,SANTA FE,NM,87507,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,1.0,2020-05-11,"Bank of America, National Association",NM-03,40
26209.43,Albuquerque,NM,87112,Corporation,Unanswered,Unanswered,Unanswered,N,0.0,2020-04-28,"Washington Federal Bank, National Association",NM-01,27
26203.54,EDGEWOOD,NM,87015,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,N,1.0,2020-06-01,Cross River Bank,NM-03,61
26200.0,TAOS,NM,87571,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,4.0,2020-04-10,Centinel Bank of Taos,NM-03,9
26200.0,Albuquerque,NM,87109,Sole Proprietorship,Unanswered,Unanswered,Unanswered,N,2.0,2020-07-10,Cache Valley Bank,NM-01,100
26200.0,Santa Fe,NM,87507,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,N,3.0,2020-06-12,US Eagle FCU,NM-03,72
26200.0,LOS LUNAS,NM,87031,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,9.0,2020-05-26,State Empl CU,NM-02,55
26200.0,Roswell,NM,88201,Corporation,Hispanic,Unanswered,Unanswered,N,5.0,2020-04-27,Bank of the Southwest,NM-02,26
26200.0,FARMINGTON,NM,87401,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,4.0,2020-04-13,The Citizens Bank,NM-03,12
26200.0,ALBUQUERQUE,NM,87111,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,N,7.0,2020-04-06,Western Commerce Bank,NM-01,5
26200.0,ALBUQUERQUE,NM,87113,Corporation,Unanswered,Male Owned,Unanswered,N,2.0,2020-05-03,"Bank of America, National Association",NM-01,32
26200.0,LOS ALAMOS,NM,87544,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,3.0,2020-04-30,Enterprise Bank & Trust,NM-03,29
26200.0,RANCHOS DE TAOS,NM,87557,Limited  Liability Company(LLC),Hispanic,Male Owned,Unanswered,N,5.0,2020-04-14,Centinel Bank of Taos,NM-03,13
26200.0,ALAMOGORDO,NM,88310,Limited  Liability Company(LLC),Hispanic,Male Owned,Non-Veteran,N,6.0,2020-04-14,First National Bank,NM-02,13
26200.0,FARMINGTON,NM,87402,Corporation,Unanswered,Unanswered,Unanswered,N,3.0,2020-04-07,Four Corners Community Bank,NM-03,6
26200.0,SANTA FE,NM,87505,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,3.0,2020-04-14,Enterprise Bank & Trust,NM-03,13
26200.0,FARMINGTON,NM,87401,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,3.0,2020-04-28,The Citizens Bank,NM-03,27
26200.0,Santa Fe,NM,87505,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,2.0,2020-04-28,Greater Nevada CU,NM-03,27
26191.5,HOBBS,NM,88240,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,3.0,2020-04-27,Pioneer Bank,NM-02,26
26190.0,ALBUQUERQUE,NM,87107,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,2.0,2020-08-05,"U.S. Bank, National Association",NM-01,126
26184.64,ALBUQUERQUE,NM,87113,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,4.0,2020-04-16,"Washington Federal Bank, National Association",NM-01,15
26135.0,RED RIVER,NM,87558,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,3.0,2020-08-05,InBank,NM-03,126
26128.0,ALBUQUERQUE,NM,87113,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,3.0,2020-05-03,"Wells Fargo Bank, National Association",NM-01,32
26120.0,LAS CRUCES,NM,88001,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,1.0,2020-04-15,Citizens Bank of Las Cruces,NM-02,14
26120.0,Albuquerque,NM,87191,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,7.0,2020-05-14,Accion,NM-01,43
26118.0,SANTA FE,NM,87501,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,N,2.0,2020-04-14,"U.S. Bank, National Association",NM-03,13
26100.0,RUIDOSO,NM,88345,Limited  Liability Company(LLC),Asian,Unanswered,Unanswered,N,11.0,2020-04-10,Western Commerce Bank,NM-02,9
26100.0,SANTA FE,NM,87501,Corporation,Unanswered,Unanswered,Unanswered,N,1.0,2020-04-16,New Mexico Bank & Trust,NM-03,15
26100.0,LAS CRUCES,NM,88005,Limited  Liability Company(LLC),Unanswered,Unanswered,Non-Veteran,N,3.0,2020-05-07,First American Bank,NM-02,36
26100.0,FARMINGTON,NM,87401,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,1.0,2020-04-29,The Citizens Bank,NM-03,28
26100.0,TAOS,NM,87571,Corporation,Hispanic,Male Owned,Unanswered,N,3.0,2020-04-28,Centinel Bank of Taos,NM-03,27
26100.0,SANTA FE,NM,87506,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,4.0,2020-04-28,Enterprise Bank & Trust,NM-03,27
26100.0,PORTALES,NM,88130,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,23.0,2020-04-14,New Mexico Bank & Trust,NM-03,13
26100.0,Albuquerque,NM,87102,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,2.0,2020-04-14,Nusenda FCU,NM-01,13
26100.0,ALBUQUERQUE,NM,87123,Corporation,Unanswered,Unanswered,Unanswered,N,4.0,2020-04-08,Main Bank,NM-01,7
26100.0,Albuquerque,NM,87114,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,10.0,2020-04-28,"BOKF, National Association",NM-01,27
26100.0,RUIDOSO,NM,88345,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,N,4.0,2020-04-28,City Bank,NM-02,27
26097.0,LAS VEGAS,NM,87701,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,3.0,2020-05-09,"Bank of America, National Association",NM-03,38
26097.0,Albuquerque,NM,87110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,N,2.0,2020-04-30,Bank of the West,NM-01,29
